School,Role,Citations,Earliest_Pub,Field_1,Field_2,Major field
University of Missouri,Professor,865,1975,Partial differential equations,,PDE
University of Missouri,Professor,203,1987,Partial differential equations,,PDE
University of Missouri,Professor,186,1993,Partial differential equations,,PDE
University of Missouri,Professor,572,1985,Operator theory,,Harmonic analysis
University of Missouri,Professor,620,1994,Number theory,,Number theory
University of Missouri,Professor,56,1991,Manifolds and cell complexes,,Geometry
University of Missouri,Professor,55,1983,"Global analysis, analysis on manifolds",,PDE
University of Missouri,Professor,128,1990,"Global analysis, analysis on manifolds",,PDE
University of Missouri,Professor,117,1988,"Game theory, economics, social and behavioral sciences",,Applied Math
University of Missouri,Professor,2738,1972,Fourier analysis,,Harmonic analysis
University of Missouri,Professor,1997,1988,Fourier analysis,,Harmonic analysis
University of Missouri,Professor,3800,1989,Fourier analysis,,Harmonic analysis
University of Missouri,Professor,218,2002,Fluid mechanics,,Applied Math
University of Missouri,Professor,380,1989,Dynamical systems and ergodic theory,,Dynamics
University of Missouri,Professor,1210,1979,Convex and discrete geometry,,Geometry
University of Missouri,Professor,247,1986,Commutative rings and algebras,,Algebra
University of Missouri,Professor,324,1990,Commutative rings and algebras,,Algebra
University of Missouri,Professor,20,2004,Calculus of variations and optimal control; optimization,,Applied Math
University of Missouri,Professor,913,1985,Algebraic geometry,,Algebraic Geometry
University of Missouri,Professor,398,1990,Algebraic geometry,,Algebraic Geometry
University of Missouri,Professor,740,1991,Algebraic geometry,,Algebraic Geometry
University of Missouri,Professor,84,1986,Abstract harmonic analysis,,Harmonic analysis
University of Nebraska-Lincoln,Professor,381,1984,Systems theory; control,,Applied Math
University of Nebraska-Lincoln,Professor,146,2004,Partial differential equations,,PDE
University of Nebraska-Lincoln,Professor,700,1985,Partial differential equations,,PDE
University of Nebraska-Lincoln,Professor,779,1995,Partial differential equations,,PDE
University of Nebraska-Lincoln,Professor,540,1986,Operator theory,,Harmonic analysis
University of Nebraska-Lincoln,Professor,146,1993,Operator theory,,Harmonic analysis
University of Nebraska-Lincoln,Professor,210,1990,Manifolds and cell complexes,,Geometry
University of Nebraska-Lincoln,Professor,163,1992,Group theory and generalizations,,Group theory
University of Nebraska-Lincoln,Professor,359,1987,"Global analysis, analysis on manifolds",,PDE
University of Nebraska-Lincoln,Professor,2054,1971,Commutative rings and algebras,,Algebra
University of Nebraska-Lincoln,Professor,472,1989,Commutative rings and algebras,,Algebra
University of Nebraska-Lincoln,Professor,157,1989,Combinatorics,,Combinatorics
University of Nebraska-Lincoln,Professor,209,2001,Calculus of variations and optimal control; optimization,,Applied Math
University of Nebraska-Lincoln,Professor,27,2010,Biology and other natural sciences,,Applied Math
University of Nebraska-Lincoln,Professor,12,1990,Biology and other natural sciences,,Applied Math
University of Nebraska-Lincoln,Professor,1114,1982,Algebraic geometry,,Algebraic Geometry
"University of Nevada, Las Vegas",Professor,21,1988,Statistics,,Statistics
"University of Nevada, Las Vegas",Professor,19,1989,Statistics,,Statistics
"University of Nevada, Las Vegas",Professor,1154,1973,Partial differential equations,,PDE
"University of Nevada, Las Vegas",Professor,403,1994,Partial differential equations,,PDE
"University of Nevada, Las Vegas",Professor,2,1959,Other,,Other
"University of Nevada, Las Vegas",Professor,2,1974,Other,,Other
"University of Nevada, Las Vegas",Professor,0,1988,Other,,Other
"University of Nevada, Las Vegas",Professor,418,1985,Operator theory,,Harmonic analysis
"University of Nevada, Las Vegas",Professor,183,1988,Numerical analysis,,Computer Science
"University of Nevada, Las Vegas",Professor,1067,1991,Numerical analysis,,Computer Science
"University of Nevada, Las Vegas",Professor,167,1994,Numerical analysis,,Computer Science
"University of Nevada, Las Vegas",Professor,377,1970,Number theory,,Number theory
"University of Nevada, Las Vegas",Professor,107,1991,Number theory,,Number theory
"University of Nevada, Las Vegas",Professor,121,1991,Number theory,,Number theory
"University of Nevada, Las Vegas",Professor,318,2007,Fluid mechanics,,Applied Math
"University of Nevada, Las Vegas",Professor,145,1985,Combinatorics,,Combinatorics
"University of Nevada, Reno",Professor,77,1992,Probability theory and stochastic processes,,Probability
"University of Nevada, Reno",Professor,692,1962,Probability theory and stochastic processes,,Probability
"University of Nevada, Reno",Professor,325,1992,Probability theory and stochastic processes,,Probability
"University of Nevada, Reno",Professor,7,1994,Other,,Other
"University of Nevada, Reno",Professor,78,1991,"Operations research, mathematical programming",,Applied Math
"University of Nevada, Reno",Professor,464,1998,Numerical analysis,,Computer Science
"University of Nevada, Reno",Professor,145,1994,Manifolds and cell complexes,,Geometry
"University of Nevada, Reno",Professor,129,2002,Manifolds and cell complexes,,Geometry
"University of Nevada, Reno",Professor,324,1984,Linear and multilinear algebra; matrix theory,,Algebra
"University of Nevada, Reno",Professor,2253,1975,Functional analysis,,Harmonic analysis
"University of Nevada, Reno",Professor,1417,1980,Functional analysis,,Harmonic analysis
"University of Nevada, Reno",Professor,28,1994,Fluid mechanics,,Applied Math
"University of Nevada, Reno",Professor,14,1999,Dynamical systems and ergodic theory,,Dynamics
University of New Hampshire,Professor,0,1987,Statistics,,Statistics
University of New Hampshire,Professor,45,2002,Statistics,,Statistics
University of New Hampshire,Professor,378,1979,Operator theory,,Harmonic analysis
University of New Hampshire,Professor,865,1975,Operator theory,,Harmonic analysis
University of New Hampshire,Professor,2,1989,"Global analysis, analysis on manifolds",,PDE
University of New Hampshire,Professor,132,1988,Functions of a complex variable,,Complex Analysis
University of New Hampshire,Professor,333,1987,Functional analysis,,Harmonic analysis
University of New Hampshire,Professor,177,1997,Functional analysis,,Harmonic analysis
University of New Hampshire,Professor,1602,1996,Category theory; homological algebra,,Algebra
University of New Hampshire,Professor,122,1998,Algebraic topology,,Algebra
University of New Mexico,Professor,156,1979,Statistics,,Statistics
University of New Mexico,Professor,25,1999,Statistics,,Statistics
University of New Mexico,Professor,663,1974,Partial differential equations,,PDE
University of New Mexico,Professor,26,1998,Partial differential equations,,PDE
University of New Mexico,Professor,161,2005,Partial differential equations,,PDE
University of New Mexico,Professor,227,1982,Mechanics of solids,,Applied Math
University of New Mexico,Professor,864,1986,Functional analysis,,Harmonic analysis
University of New Mexico,Professor,157,1987,Fourier analysis,,Harmonic analysis
University of New Mexico,Professor,55,1992,Fluid mechanics,,Applied Math
University of New Mexico,Professor,372,1999,Differential geometry,,Geometry
University of New Mexico,Professor,519,1978,Algebraic geometry,,Algebraic Geometry
University of New Mexico,Professor,469,1994,Algebraic geometry,,Algebraic Geometry
University of North Carolina at Chapel Hill,Professor,5813,1968,Partial differential equations,,PDE
University of North Carolina at Chapel Hill,Professor,527,1979,Partial differential equations,,PDE
University of North Carolina at Chapel Hill,Professor,2192,1979,Partial differential equations,,PDE
University of North Carolina at Chapel Hill,Professor,331,1981,Partial differential equations,,PDE
University of North Carolina at Chapel Hill,Professor,1857,1990,Partial differential equations,,PDE
University of North Carolina at Chapel Hill,Professor,657,2003,Partial differential equations,,PDE
University of North Carolina at Chapel Hill,Professor,451,1995,Numerical analysis,,Computer Science
University of North Carolina at Chapel Hill,Professor,392,1997,Numerical analysis,,Computer Science
University of North Carolina at Chapel Hill,Professor,86,2000,Numerical analysis,,Computer Science
University of North Carolina at Chapel Hill,Professor,1479,1973,Nonassociative rings and algebras,,Algebra
University of North Carolina at Chapel Hill,Professor,871,1992,Manifolds and cell complexes,,Geometry
University of North Carolina at Chapel Hill,Professor,3756,1969,"Global analysis, analysis on manifolds",,PDE
University of North Carolina at Chapel Hill,Professor,183,1998,"Game theory, economics, social and behavioral sciences",,Applied Math
University of North Carolina at Chapel Hill,Professor,57,1990,Fluid mechanics,,Applied Math
University of North Carolina at Chapel Hill,Professor,270,1982,Dynamical systems and ergodic theory,,Dynamics
University of North Carolina at Chapel Hill,Professor,1380,1982,Algebraic geometry,,Algebraic Geometry
University of North Carolina at Chapel Hill,Professor,432,1993,Algebraic geometry,,Algebraic Geometry
University of North Carolina at Chapel Hill,Professor,343,1999,Algebraic geometry,,Algebraic Geometry
University of North Texas,Professor,86,1985,Statistics,,Statistics
University of North Texas,Professor,41,1987,Probability theory and stochastic processes,,Probability
University of North Texas,Professor,490,1998,Number theory,,Number theory
University of North Texas,Professor,126,1999,Number theory,,Number theory
University of North Texas,Professor,356,1983,Mathematical logic and foundations,,Logic
University of North Texas,Professor,450,1994,Mathematical logic and foundations,,Logic
University of North Texas,Professor,1593,1962,"Global analysis, analysis on manifolds",,PDE
University of North Texas,Professor,2686,1985,Dynamical systems and ergodic theory,,Dynamics
University of Notre Dame,Professor,764,1993,"Topological groups, Lie groups",,Lie Groups
University of Notre Dame,Professor,0,1993,"Topological groups, Lie groups",,Lie Groups
University of Notre Dame,Professor,686,1981,Several complex variables and analytic spaces,,Complex Analysis
University of Notre Dame,Professor,181,1979,Several complex variables and analytic spaces,,Complex Analysis
University of Notre Dame,Professor,372,1992,Several complex variables and analytic spaces,,Complex Analysis
University of Notre Dame,Professor,522,2005,Several complex variables and analytic spaces,,Complex Analysis
University of Notre Dame,Professor,42,1998,Probability theory and stochastic processes,,Probability
University of Notre Dame,Professor,1340,1985,Partial differential equations,,PDE
University of Notre Dame,Professor,1446,1992,Partial differential equations,,PDE
University of Notre Dame,Professor,554,1982,"Operations research, mathematical programming",,Applied Math
University of Notre Dame,Professor,1021,1972,Mathematical logic and foundations,,Logic
University of Notre Dame,Professor,2695,1977,Mathematical logic and foundations,,Logic
University of Notre Dame,Professor,406,1985,Mathematical logic and foundations,,Logic
University of Notre Dame,Professor,376,1990,Mathematical logic and foundations,,Logic
University of Notre Dame,Professor,543,1967,Manifolds and cell complexes,,Geometry
University of Notre Dame,Professor,235,1999,"Information and communication, circuits",,Computer Science
University of Notre Dame,Professor,377,1988,Group theory and generalizations,,Group theory
University of Notre Dame,Professor,498,1986,"Global analysis, analysis on manifolds",,PDE
University of Notre Dame,Professor,603,1980,Differential geometry,,Geometry
University of Notre Dame,Professor,672,1984,Differential geometry,,Geometry
University of Notre Dame,Professor,326,1987,Differential geometry,,Geometry
University of Notre Dame,Professor,1077,1991,Differential geometry,,Geometry
University of Notre Dame,Professor,182,1997,Differential geometry,,Geometry
University of Notre Dame,Professor,13,1991,Convex and discrete geometry,,Geometry
University of Notre Dame,Professor,375,1993,Commutative rings and algebras,,Algebra
University of Notre Dame,Professor,1286,1983,Commutative rings and algebras,,Algebra
University of Notre Dame,Professor,144,2002,Algebraic topology,,Algebra
University of Oklahoma,Professor,21,1998,"Topological groups, Lie groups",,Lie Groups
University of Oklahoma,Professor,199,1983,"Topological groups, Lie groups",,Lie Groups
University of Oklahoma,Professor,135,1996,"Topological groups, Lie groups",,Lie Groups
University of Oklahoma,Professor,675,1992,Partial differential equations,,PDE
University of Oklahoma,Professor,435,1984,Partial differential equations,,PDE
University of Oklahoma,Professor,558,1996,Ordinary differential equations,,Analysis
University of Oklahoma,Professor,23,1997,Numerical analysis,,Computer Science
University of Oklahoma,Professor,490,1998,Number theory,,Number theory
University of Oklahoma,Professor,84,2003,Number theory,,Number theory
University of Oklahoma,Professor,230,1974,Manifolds and cell complexes,,Geometry
University of Oklahoma,Professor,208,1981,Manifolds and cell complexes,,Geometry
University of Oklahoma,Professor,233,1980,Group theory and generalizations,,Group theory
University of Oklahoma,Professor,532,1995,Group theory and generalizations,,Group theory
University of Oklahoma,Professor,168,1999,Group theory and generalizations,,Group theory
University of Oklahoma,Professor,234,2003,Group theory and generalizations,,Group theory
University of Oklahoma,Professor,257,2001,Fourier analysis,,Harmonic analysis
University of Oklahoma,Professor,51,1999,Dynamical systems and ergodic theory,,Dynamics
University of Oklahoma,Professor,233,1980,Differential geometry,,Geometry
University of Oklahoma,Professor,131,1984,Differential geometry,,Geometry
University of Oklahoma,Professor,21,2004,Biology and other natural sciences,,Applied Math
University of Oregon,Professor,1429,1974,Relativity and gravitational theory,,Mathematical Physics
University of Oregon,Professor,1148,1986,Nonassociative rings and algebras,,Algebra
University of Oregon,Professor,1666,1995,Nonassociative rings and algebras,,Algebra
University of Oregon,Professor,295,2006,Manifolds and cell complexes,,Geometry
University of Oregon,Professor,1737,1988,Group theory and generalizations,,Group theory
University of Oregon,Professor,2200,1972,"Global analysis, analysis on manifolds",,PDE
University of Oregon,Professor,2313,1984,Functional analysis,,Harmonic analysis
University of Oregon,Professor,1463,1984,Functional analysis,,Harmonic analysis
University of Oregon,Professor,1179,1997,Fourier analysis,,Harmonic analysis
University of Oregon,Professor,2589,1984,Fourier analysis,,Harmonic analysis
University of Oregon,Professor,192,1979,Differential geometry,,Geometry
University of Oregon,Professor,897,1994,Differential geometry,,Geometry
University of Oregon,Professor,168,1999,Combinatorics,,Combinatorics
University of Oregon,Professor,1711,1995,Category theory; homological algebra,,Algebra
University of Oregon,Professor,635,1999,Category theory; homological algebra,,Algebra
University of Oregon,Professor,1206,1994,Algebraic geometry,,Algebraic Geometry
University of Oregon,Professor,313,2002,Algebraic geometry,,Algebraic Geometry
University of Pennsylvania,Professor,1409,1957,"Topological groups, Lie groups",,Lie Groups
University of Pennsylvania,Professor,245,2001,"Statistical mechanics, structure of matter",,Mathematical Physics
University of Pennsylvania,Professor,1080,2004,"Statistical mechanics, structure of matter",,Mathematical Physics
University of Pennsylvania,Professor,602,1982,Several complex variables and analytic spaces,,Complex Analysis
University of Pennsylvania,Professor,118,1986,Quantum theory,,Mathematical Physics
University of Pennsylvania,Professor,1789,1988,Probability theory and stochastic processes,,Probability
University of Pennsylvania,Professor,154,2001,Number theory,,Number theory
University of Pennsylvania,Professor,724,1975,Number theory,,Number theory
University of Pennsylvania,Professor,565,1981,Mathematical logic and foundations,,Logic
University of Pennsylvania,Professor,1007,1978,Functional analysis,,Harmonic analysis
University of Pennsylvania,Professor,382,1973,Field theory and polynomials,,Algebra
University of Pennsylvania,Professor,698,1960,Differential geometry,,Geometry
University of Pennsylvania,Professor,1342,1970,Differential geometry,,Geometry
University of Pennsylvania,Professor,653,1980,Differential geometry,,Geometry
University of Pennsylvania,Professor,309,1982,Differential geometry,,Geometry
University of Pennsylvania,Professor,955,1993,Combinatorics,,Combinatorics
University of Pennsylvania,Professor,1246,1971,Algebraic geometry,,Algebraic Geometry
University of Pennsylvania,Professor,572,1978,Algebraic geometry,,Algebraic Geometry
University of Pennsylvania,Professor,714,1984,Algebraic geometry,,Algebraic Geometry
University of Pennsylvania,Professor,560,1993,Algebraic geometry,,Algebraic Geometry
University of Pittsburgh,Professor,535,1966,Quantum theory,,Mathematical Physics
University of Pittsburgh,Professor,2067,1983,Partial differential equations,,PDE
University of Pittsburgh,Professor,3273,1989,Partial differential equations,,PDE
University of Pittsburgh,Professor,1780,1996,Partial differential equations,,PDE
University of Pittsburgh,Professor,996,1977,Ordinary differential equations,,Analysis
University of Pittsburgh,Professor,1680,1992,Numerical analysis,,Computer Science
University of Pittsburgh,Professor,102,1998,Mechanics of deformable solids,,Applied Math
University of Pittsburgh,Professor,220,1992,General topology,,Geometry
University of Pittsburgh,Professor,2185,1993,Functional analysis,,Harmonic analysis
University of Pittsburgh,Professor,1011,1985,Fourier analysis,,Harmonic analysis
University of Pittsburgh,Professor,2429,1980,Fluid mechanics,,Applied Math
University of Pittsburgh,Professor,549,1986,Convex and discrete geometry,,Geometry
University of Pittsburgh,Professor,249,1981,Combinatorics,,Combinatorics
University of Pittsburgh,Professor,974,1977,"Classical thermodynamics, heat transfer",,Mathematical Physics
University of Pittsburgh,Professor,1710,1979,Biology and other natural sciences,,Applied Math
University of Pittsburgh,Professor,387,1993,Biology and other natural sciences,,Applied Math
University of Pittsburgh,Professor,11,2005,Biology and other natural sciences,,Applied Math
University of Rochester,Professor,138,1963,Statistics,,Statistics
University of Rochester,Professor,11,1982,"Statistical mechanics, structure of matter",,Mathematical Physics
University of Rochester,Professor,154,1982,Quantum theory,,Mathematical Physics
University of Rochester,Professor,747,1981,Probability theory and stochastic processes,,Probability
University of Rochester,Professor,1077,1981,Partial differential equations,,PDE
University of Rochester,Professor,51,1994,Partial differential equations,,PDE
University of Rochester,Professor,159,1971,Number theory,,Number theory
University of Rochester,Professor,586,1973,Number theory,,Number theory
University of Rochester,Professor,561,1986,Number theory,,Number theory
University of Rochester,Professor,155,1997,Group theory and generalizations,,Group theory
University of Rochester,Professor,1174,1993,Fourier analysis,,Harmonic analysis
University of Rochester,Professor,602,2000,Dynamical systems and ergodic theory,,Dynamics
University of Rochester,Professor,78,2000,Differential geometry,,Geometry
University of Rochester,Professor,763,1978,Differential geometry,,Geometry
University of Rochester,Professor,1300,1969,Combinatorics,,Combinatorics
University of Rochester,Professor,1554,1972,Algebraic topology,,Algebra
University of Rochester,Professor,1367,1972,Algebraic topology,,Algebra
University of Rochester,Professor,33,1960,Algebraic geometry,,Algebraic Geometry
University of South Carolina,Professor,352,1994,Ordinary differential equations,,Analysis
University of South Carolina,Professor,173,1977,Operator theory,,Harmonic analysis
University of South Carolina,Professor,514,1984,Numerical analysis,,Computer Science
University of South Carolina,Professor,4205,1974,Numerical analysis,,Computer Science
University of South Carolina,Professor,736,1998,Numerical analysis,,Computer Science
University of South Carolina,Professor,136,2001,Numerical analysis,,Computer Science
University of South Carolina,Professor,1566,1985,Numerical analysis,,Computer Science
University of South Carolina,Professor,1402,2006,Numerical analysis,,Computer Science
University of South Carolina,Professor,128,2001,Number theory,,Number theory
University of South Carolina,Professor,437,1981,Number theory,,Number theory
University of South Carolina,Professor,616,1971,General topology,,Geometry
University of South Carolina,Professor,707,1972,General algebraic systems,,Algebra
University of South Carolina,Professor,651,1984,Functional analysis,,Harmonic analysis
University of South Carolina,Professor,261,1990,Functional analysis,,Harmonic analysis
University of South Carolina,Professor,433,1979,Differential geometry,,Geometry
University of South Carolina,Professor,318,1979,Commutative rings and algebras,,Algebra
University of South Carolina,Professor,202,1979,Commutative rings and algebras,,Algebra
University of South Carolina,Professor,119,2000,Commutative rings and algebras,,Algebra
University of South Carolina,Professor,272,2000,Combinatorics,,Combinatorics
University of South Carolina,Professor,72,1996,Combinatorics,,Combinatorics
University of South Carolina,Professor,1131,1998,Combinatorics,,Combinatorics
University of South Carolina,Professor,902,1981,Combinatorics,,Combinatorics
University of South Carolina,Professor,886,1976,Approximations and expansions,,Applied Math
University of South Carolina,Professor,2694,1974,Approximations and expansions,,Applied Math
University of South Florida,Professor,83,1987,Systems theory; control,,Applied Math
University of South Florida,Professor,3036,1987,Partial differential equations,,PDE
University of South Florida,Professor,205,1999,Partial differential equations,,PDE
University of South Florida,Professor,8,1968,Ordinary differential equations,,Analysis
University of South Florida,Professor,812,1967,Operator theory,,Harmonic analysis
University of South Florida,Professor,693,1987,Number theory,,Number theory
University of South Florida,Professor,1371,1983,Manifolds and cell complexes,,Geometry
University of South Florida,Professor,115,1996,Functions of a complex variable,,Complex Analysis
University of South Florida,Professor,959,1982,Functions of a complex variable,,Complex Analysis
University of South Florida,Professor,1157,1982,Dynamical systems and ergodic theory,,Dynamics
University of South Florida,Professor,136,1994,Computer science,,Computer Science
University of South Florida,Professor,335,1999,Combinatorics,,Combinatorics
University of South Florida,Professor,1109,1977,Approximations and expansions,,Applied Math
University of South Florida,Professor,172,1978,Approximations and expansions,,Applied Math
University of Southern California,Professor,236,1977,Systems theory; control,,Applied Math
University of Southern California,Professor,39,2004,Statistics,,Statistics
University of Southern California,Professor,375,1976,Probability theory and stochastic processes,,Probability
University of Southern California,Professor,702,1977,Probability theory and stochastic processes,,Probability
University of Southern California,Professor,1159,1979,Probability theory and stochastic processes,,Probability
University of Southern California,Professor,634,1982,Probability theory and stochastic processes,,Probability
University of Southern California,Professor,867,1984,Probability theory and stochastic processes,,Probability
University of Southern California,Professor,1337,1987,Probability theory and stochastic processes,,Probability
University of Southern California,Professor,425,1992,Probability theory and stochastic processes,,Probability
University of Southern California,Professor,1100,2001,Probability theory and stochastic processes,,Probability
University of Southern California,Professor,1430,1991,Partial differential equations,,PDE
University of Southern California,Professor,1291,1995,Partial differential equations,,PDE
University of Southern California,Professor,23,1991,Other,,Other
University of Southern California,Professor,193,1981,Number theory,,Number theory
University of Southern California,Professor,358,1986,Nonassociative rings and algebras,,Algebra
University of Southern California,Professor,1021,2004,Nonassociative rings and algebras,,Algebra
University of Southern California,Professor,50,1992,Measure and integration,,Harmonic analysis
University of Southern California,Professor,1177,1980,Manifolds and cell complexes,,Geometry
University of Southern California,Professor,2659,1977,Group theory and generalizations,,Group theory
University of Southern California,Professor,757,1993,Group theory and generalizations,,Group theory
University of Southern California,Professor,1229,1964,"Global analysis, analysis on manifolds",,PDE
University of Southern California,Professor,708,1972,Fluid mechanics,,Applied Math
University of Southern California,Professor,391,1986,Fluid mechanics,,Applied Math
University of Southern California,Professor,394,1987,Dynamical systems and ergodic theory,,Dynamics
University of Southern California,Professor,1211,1990,Computer science,,Computer Science
University of Southern California,Professor,8,1998,"Classical thermodynamics, heat transfer",,Mathematical Physics
University of Southern California,Professor,607,1969,Biology and other natural sciences,,Applied Math
University of Southern California,Professor,108,1988,Biology and other natural sciences,,Applied Math
University of Southern California,Professor,2780,1969,Associative rings and algebras,,Algebra
University of Southern California,Professor,2303,1970,Algebraic geometry,,Algebraic Geometry
University of Southern California,Professor,180,2004,Algebraic geometry,,Algebraic Geometry
University of Southern Mississippi,Professor,857,1987,Numerical analysis,,Computer Science
University of Southern Mississippi,Professor,125,2003,Numerical analysis,,Computer Science
University of Southern Mississippi,Professor,535,1990,Linear and multilinear algebra; matrix theory,,Algebra
University of Utah,Professor,222,1971,"Topological groups, Lie groups",,Lie Groups
University of Utah,Professor,175,1975,"Topological groups, Lie groups",,Lie Groups
University of Utah,Professor,565,1988,"Topological groups, Lie groups",,Lie Groups
University of Utah,Professor,219,1993,"Topological groups, Lie groups",,Lie Groups
University of Utah,Professor,1925,1980,Statistics,,Statistics
University of Utah,Professor,1245,1989,Probability theory and stochastic processes,,Probability
University of Utah,Professor,346,2003,Probability theory and stochastic processes,,Probability
University of Utah,Professor,894,1980,Partial differential equations,,PDE
University of Utah,Professor,97,1983,"Optics, electromagnetic theory",,Mathematical Physics
University of Utah,Professor,46,1958,Operator theory,,Harmonic analysis
University of Utah,Professor,391,1981,Mechanics of solids,,Applied Math
University of Utah,Professor,105,1988,Mechanics of deformable solids,,Applied Math
University of Utah,Professor,1096,1982,Mechanics of deformable solids,,Applied Math
University of Utah,Professor,279,1998,Manifolds and cell complexes,,Geometry
University of Utah,Professor,2372,1984,Group theory and generalizations,,Group theory
University of Utah,Professor,87,1984,Fluid mechanics,,Applied Math
University of Utah,Professor,272,1980,Differential geometry,,Geometry
University of Utah,Professor,57,1987,Differential geometry,,Geometry
University of Utah,Professor,1014,1997,Commutative rings and algebras,,Algebra
University of Utah,Professor,382,1998,Commutative rings and algebras,,Algebra
University of Utah,Professor,491,1982,Biology and other natural sciences,,Applied Math
University of Utah,Professor,685,1987,Biology and other natural sciences,,Applied Math
University of Utah,Professor,19,1989,Biology and other natural sciences,,Applied Math
University of Utah,Professor,462,1977,Approximations and expansions,,Applied Math
University of Utah,Professor,735,1987,Algebraic geometry,,Algebraic Geometry
University of Utah,Professor,1360,1996,Algebraic geometry,,Algebraic Geometry
University of Utah,Professor,338,1997,Algebraic geometry,,Algebraic Geometry
University of Utah,Professor,447,1998,Algebraic geometry,,Algebraic Geometry
University of Utah,Professor,664,2005,Algebraic geometry,,Algebraic Geometry
University of Virginia,Professor,311,1977,"Statistical mechanics, structure of matter",,Mathematical Physics
University of Virginia,Professor,1236,1971,Quantum theory,,Mathematical Physics
University of Virginia,Professor,522,1998,Partial differential equations,,PDE
University of Virginia,Professor,1470,1985,Operator theory,,Harmonic analysis
University of Virginia,Professor,1064,1978,Number theory,,Number theory
University of Virginia,Professor,3149,1993,Number theory,,Number theory
University of Virginia,Professor,1428,1993,Nonassociative rings and algebras,,Algebra
University of Virginia,Professor,148,1983,History and Biography,,History
University of Virginia,Professor,1963,1971,Group theory and generalizations,,Group theory
University of Virginia,Professor,361,1986,Group theory and generalizations,,Group theory
University of Virginia,Professor,177,1999,Group theory and generalizations,,Group theory
University of Virginia,Professor,444,1963,Functions of a complex variable,,Complex Analysis
University of Virginia,Professor,45,1993,Functions of a complex variable,,Complex Analysis
University of Virginia,Professor,4118,1978,Commutative rings and algebras,,Algebra
University of Virginia,Professor,373,1998,Combinatorics,,Combinatorics
University of Virginia,Professor,291,2005,Category theory; homological algebra,,Algebra
University of Virginia,Professor,355,1997,Biology and other natural sciences,,Applied Math
University of Virginia,Professor,98,2000,Biology and other natural sciences,,Applied Math
University of Virginia,Professor,690,1980,Algebraic topology,,Algebra
University of Washington,Professor,326,1967,Several complex variables and analytic spaces,,Complex Analysis
University of Washington,Professor,195,1974,Several complex variables and analytic spaces,,Complex Analysis
University of Washington,Professor,1389,1981,Probability theory and stochastic processes,,Probability
University of Washington,Professor,3079,1986,Probability theory and stochastic processes,,Probability
University of Washington,Professor,414,1996,Probability theory and stochastic processes,,Probability
University of Washington,Professor,277,2006,Probability theory and stochastic processes,,Probability
University of Washington,Professor,661,1975,Potential theory,,Complex Analysis
University of Washington,Professor,5977,1976,Partial differential equations,,PDE
University of Washington,Professor,1676,1980,Partial differential equations,,PDE
University of Washington,Professor,949,1989,Partial differential equations,,PDE
University of Washington,Professor,275,1998,Partial differential equations,,PDE
University of Washington,Professor,649,1995,"Operations research, mathematical programming",,Applied Math
University of Washington,Professor,1836,1983,"Operations research, mathematical programming",,Applied Math
University of Washington,Professor,193,1977,Numerical analysis,,Computer Science
University of Washington,Professor,1807,1974,Number theory,,Number theory
University of Washington,Professor,608,1983,Nonassociative rings and algebras,,Algebra
University of Washington,Professor,603,1987,Nonassociative rings and algebras,,Algebra
University of Washington,Professor,805,1992,Measure and integration,,Harmonic analysis
University of Washington,Professor,269,1981,Measure and integration,,Harmonic analysis
University of Washington,Professor,702,1988,Functions of a complex variable,,Complex Analysis
University of Washington,Professor,2665,1982,Differential geometry,,Geometry
University of Washington,Professor,507,1991,Differential geometry,,Geometry
University of Washington,Professor,298,1998,Commutative rings and algebras,,Algebra
University of Washington,Professor,825,1993,Combinatorics,,Combinatorics
University of Washington,Professor,757,1981,Associative rings and algebras,,Algebra
University of Washington,Professor,1906,1991,Associative rings and algebras,,Algebra
University of Washington,Professor,247,1985,Algebraic topology,,Algebra
University of Washington,Professor,471,1991,Algebraic topology,,Algebra
University of Washington,Professor,630,1990,Algebraic geometry,,Algebraic Geometry
University of Washington,Professor,293,2002,Algebraic geometry,,Algebraic Geometry
University of Washington,Professor,320,2004,Algebraic geometry,,Algebraic Geometry
University of Wisconsin - Madison,Professor,194,1986,Several complex variables and analytic spaces,,Complex Analysis
University of Wisconsin - Madison,Professor,84,2000,Several complex variables and analytic spaces,,Complex Analysis
University of Wisconsin - Madison,Professor,256,2005,Several complex variables and analytic spaces,,Complex Analysis
University of Wisconsin - Madison,Professor,998,1991,Probability theory and stochastic processes,,Probability
University of Wisconsin - Madison,Professor,332,1997,Probability theory and stochastic processes,,Probability
University of Wisconsin - Madison,Professor,203,2002,Probability theory and stochastic processes,,Probability
University of Wisconsin - Madison,Professor,301,2005,Probability theory and stochastic processes,,Probability
University of Wisconsin - Madison,Professor,867,1985,Partial differential equations,,PDE
University of Wisconsin - Madison,Professor,361,1997,Partial differential equations,,PDE
University of Wisconsin - Madison,Professor,553,1989,Number theory,,Number theory
University of Wisconsin - Madison,Professor,682,1993,Number theory,,Number theory
University of Wisconsin - Madison,Professor,535,1986,Mathematical logic and foundations,,Logic
University of Wisconsin - Madison,Professor,580,2002,Mathematical logic and foundations,,Logic
University of Wisconsin - Madison,Professor,579,1978,"Global analysis, analysis on manifolds",,PDE
University of Wisconsin - Madison,Professor,1876,1985,"Global analysis, analysis on manifolds",,PDE
University of Wisconsin - Madison,Professor,26,2004,Geophysics,,Applied Math
